4304
1   4.64346E-03   7.17245E-03   2.95957E-02   4.71500E-03   9.50000E+02   6.76665E-06   7.59553E-06   4.81888E-06
1   4.65575E-03   2.60213E-02   2.84914E-02   4.71500E-03   9.50000E+02  -1.52928E-06   1.64147E-06  -1.12217E-07
1   4.66434E-03   1.47893E-02   1.92520E-02   4.71500E-03   9.50000E+02   1.79792E-06   4.01311E-06   2.65324E-06
1   4.62652E-03   4.69978E-03   7.86505E-03   4.71500E-03   9.50000E+02  -3.59902E-07   1.38979E-06   5.64759E-06
1   5.32864E-02   1.60334E-02   1.56673E-02   1.58000E-03   2.50000E+03   1.44474E-05   2.63835E-05   1.11704E-05
1   3.10292E-02   3.38205E-02   1.99794E-03   1.58000E-03   2.50000E+03   2.32945E-06  -3.93755E-06  -1.16453E-06
1   5.31489E-02   6.65782E-03   2.17525E-02   1.58000E-03   2.50000E+03  -7.91825E-06   1.79792E-05  -1.28058E-05
1   1.30762E-02   1.54870E-03   7.28927E-03   1.58000E-03   2.50000E+03   1.79855E-06   6.66091E-06   5.59626E-06
1   2.73120E-02   7.03332E-03   2.20871E-02   1.58000E-03   2.50000E+03   6.80255E-06   1.61679E-05   1.95244E-05
1   7.02757E-02   9.49602E-03   1.24725E-02   1.58000E-03   2.50000E+03  -7.58032E-06   3.43341E-05   1.36380E-05
1   2.10058E-02   7.58929E-03   2.28333E-02   1.58000E-03   2.50000E+03   5.92536E-06   1.80849E-05   1.50819E-05
1   3.52749E-02   2.69848E-02   2.71591E-02   1.58000E-03   2.50000E+03   6.33154E-06   1.14194E-05   1.37391E-05
1   3.90301E-02   3.34231E-02   1.22460E-02   1.58000E-03   2.50000E+03   1.09617E-05  -7.98984E-06   6.35680E-06
1   7.41561E-02   1.29926E-02   1.99119E-02   1.58000E-03   2.50000E+03  -1.03026E-05   1.93593E-05   1.81732E-05
1   4.43026E-02   4.62918E-03   1.76285E-02   1.58000E-03   2.50000E+03   6.35573E-06   1.30138E-06  -8.17756E-06
1   1.85134E-02   1.91614E-02   2.83211E-02   1.58000E-03   2.50000E+03   1.05008E-05   2.08385E-05   3.53168E-06
1   7.48706E-02   1.11544E-02   3.32578E-02   1.58000E-03   2.50000E+03  -1.15013E-05   1.79344E-05   1.00739E-05
1   1.68257E-02   3.38133E-02   1.00407E-02   1.58000E-03   2.50000E+03  -3.40302E-06  -2.04341E-06   7.06680E-06
1   3.76451E-02   2.15934E-02   2.58760E-02   1.58000E-03   2.50000E+03   7.43980E-06   3.02874E-05   1.23275E-05
1   3.92148E-02   3.13970E-02   2.20139E-02   1.58000E-03   2.50000E+03   3.63373E-06  -9.49873E-07   8.16041E-06
1   3.06601E-02   1.78068E-02   4.25084E-03   1.58000E-03   2.50000E+03   1.38827E-05  -1.82796E-06  -1.87983E-06
1   4.52346E-03   2.40264E-02   1.67294E-02   1.58000E-03   2.50000E+03   2.34592E-06   3.70920E-06  -3.57471E-06
1   3.43408E-02   1.57170E-03   3.65265E-02   1.58000E-03   2.50000E+03  -1.58605E-07   8.27943E-06   7.45683E-07
1   5.65920E-03   3.18676E-02   1.42454E-02   1.58000E-03   2.50000E+03   1.72271E-06   3.28406E-06  -4.77690E-06
1   7.92885E-02   3.36965E-02   1.29086E-02   1.58000E-03   2.50000E+03   5.55886E-06   2.19754E-05  -4.38858E-06
1   8.29260E-02   3.08084E-02   2.88093E-02   1.58000E-03   2.50000E+03  -6.17248E-06  -1.97190E-05  -3.78812E-05
1   1.57959E-03   9.04815E-03   4.33375E-03   1.58000E-03   2.50000E+03   5.19899E-05   1.29162E-16  -2.73635E-04
1   6.82145E-02   1.98904E-02   3.65266E-02   1.58000E-03   2.50000E+03  -7.35476E-06   7.38896E-06   3.15961E-06
1   5.52646E-02   2.48202E-02   2.21732E-02   1.58000E-03   2.50000E+03   2.54339E-06   1.63197E-05   2.01726E-05
1   4.05034E-02   5.78935E-03   3.10100E-02   1.58000E-03   2.50000E+03  -6.22608E-07   2.18837E-05  -2.70361E-07
