4304
1   4.62708E-03   2.89421E-02   1.79332E-02   4.71500E-03   9.50000E+02   3.27250E-06  -6.43134E-06   1.28223E-05
1   4.60892E-03   1.32171E-02   4.70072E-03   4.71500E-03   9.50000E+02  -4.09321E-06   2.75793E-06   1.33079E-06
1   4.62473E-03   2.42180E-02   3.34297E-02   4.71500E-03   9.50000E+02  -3.98988E-06  -4.05113E-06   6.03771E-06
1   4.65738E-03   1.19751E-02   2.89193E-02   4.71500E-03   9.50000E+02  -1.34231E-06  -4.99642E-06   7.55502E-06
1   6.22699E-02   2.70142E-02   3.54305E-02   1.58000E-03   2.50000E+03  -2.26242E-06  -6.26590E-06  -2.39101E-06
1   1.39734E-02   2.48044E-02   2.34659E-02   1.58000E-03   2.50000E+03  -2.32329E-06  -1.24862E-05   1.81268E-05
1   6.02168E-02   2.23376E-02   2.22596E-02   1.58000E-03   2.50000E+03  -9.24991E-06   2.52841E-05  -7.24629E-06
1   3.67098E-02   2.58535E-02   3.65309E-02   1.58000E-03   2.50000E+03   1.15943E-06  -9.52932E-07   2.22797E-06
1   5.82158E-02   4.47027E-03   3.05160E-02   1.58000E-03   2.50000E+03  -4.92586E-06   2.65658E-05  -1.98154E-05
1   1.17176E-02   1.21971E-02   2.24555E-02   1.58000E-03   2.50000E+03  -1.52554E-05  -9.40313E-06   2.24867E-05
1   8.11633E-02   2.85060E-02   2.89525E-02   1.58000E-03   2.50000E+03   2.42264E-05  -4.28000E-06   1.29169E-05
1   3.15419E-02   1.78803E-02   1.65262E-02   1.58000E-03   2.50000E+03   4.24635E-06  -1.16483E-05   1.45870E-05
1   8.18594E-02   2.58136E-02   4.58652E-03   1.58000E-03   2.50000E+03   2.40385E-07   1.81901E-05  -1.30610E-05
1   6.45066E-02   2.89410E-02   3.65259E-02   1.58000E-03   2.50000E+03   1.23264E-06  -8.72909E-06   6.71806E-07
1   7.21315E-02   2.87524E-02   2.17029E-02   1.58000E-03   2.50000E+03  -4.62625E-06   5.98095E-06  -1.29586E-05
1   4.09586E-02   1.57998E-03   2.16907E-02   1.58000E-03   2.50000E+03   1.55710E-06   3.22678E-06  -9.09933E-06
1   5.13410E-02   4.39898E-03   1.98512E-02   1.58000E-03   2.50000E+03  -5.40679E-06   1.06603E-05  -1.43099E-05
1   2.86245E-02   3.49754E-02   2.44279E-02   1.58000E-03   2.50000E+03  -1.78685E-06  -1.07455E-05   2.49073E-07
1   4.43778E-02   2.64621E-02   9.92501E-03   1.58000E-03   2.50000E+03  -3.48491E-06  -2.27297E-05  -8.43367E-06
1   8.55760E-03   1.56018E-03   2.15644E-02   1.58000E-03   2.50000E+03  -4.15837E-06  -1.41640E-05   6.59891E-06
