TinyProfiler total time across processes [min...avg...max]: 6.037 ... 6.037 ... 6.037

--------------------------------------------------------------------------------------------------
Name                                               NCalls  Excl. Min  Excl. Avg  Excl. Max   Max %
NeighborList::build()                              164     0.6469     0.6469     0.6469  10.72%
NeighborParticleContainer::updateNeighborsCPU     3758     0.4416     0.4416     0.4416   7.31%
NeighborParticleContainer::fillNeighborsCPU        164      0.156      0.156      0.156   2.58%
NeighborParticleContainer::cacheNeighborInfo       164     0.1245     0.1245     0.1245   2.06%
ParticleContainer::RedistributeCPU()               224     0.0269     0.0269     0.0269   0.45%
DenseBins<T>::buildOpenMP                          164    0.01088    0.01088    0.01088   0.18%
NeighborParticleContainer::fillNeighborsMPI       3758   0.005373   0.005373   0.005373   0.09%
mfix_dem::mfix_pc_inflow()                          30   0.003919   0.003919   0.003919   0.06%
NeighborParticleContainer::clearNeighborsCPU       582   0.001369   0.001369   0.001369   0.02%
NeighborParticleContainer::getRcvCountsMPI         164  0.0003836  0.0003836  0.0003836   0.01%
ParticleContainer::BuildRedistributeMask           224  0.0003584  0.0003584  0.0003584   0.01%
NeighborParticleContainer::areMasksValid           164  0.0002817  0.0002817  0.0002817   0.00%
NeighborParticleContainer::GetNeighborCommTags       1   5.67e-05   5.67e-05   5.67e-05   0.00%
FabArray::FillBoundary()                             2   4.72e-05   4.72e-05   4.72e-05   0.00%
FillBoundary_nowait()                                2   3.45e-05   3.45e-05   3.45e-05   0.00%
NeighborParticleContainer::BuildMasks                1   3.02e-05   3.02e-05   3.02e-05   0.00%
FabArrayBase::getFB()                                2   1.04e-05   1.04e-05   1.04e-05   0.00%
FabArrayBase::FB::FB()                               1    6.6e-06    6.6e-06    6.6e-06   0.00%
FabArray::setVal()                                   2    6.4e-06    6.4e-06    6.4e-06   0.00%
FillBoundary_finish()                                2    2.6e-06    2.6e-06    2.6e-06   0.00%
-----------------------------------------------------------------------------------------------

END REGION DEM PARTICLE SOLVE


BEGIN REGION FLUID SOLVE

--------------------------------------------------------------------------------------------------
Name                                               NCalls  Excl. Min  Excl. Avg  Excl. Max   Max %
--------------------------------------------------------------------------------------------------
MLCGSolver::bicgstab                                  538     0.5741     0.5741     0.5741   9.51%
MLNodeLaplacian::Fapply()                           16311     0.5208     0.5208     0.5208   8.63%
FillBoundary_nowait()                               52156     0.2415     0.2415     0.2415   4.00%
amrex::Dot()                                        89752     0.2238     0.2238     0.2238   3.71%
MLCGSolver::ParallelAllReduce                      112884     0.2192     0.2192     0.2192   3.63%
amrex::Copy()                                       81812     0.1609     0.1609     0.1609   2.66%
FabArray::FillBoundary()                            52336     0.1562     0.1562     0.1562   2.59%
MLEBABecLap::Fapply()                               29911     0.1523     0.1523     0.1523   2.52%
FabArray::Saxpy()                                   66992     0.1274     0.1274     0.1274   2.11%
MLEBABecLap::applyBC()                              30031     0.1022     0.1022     0.1022   1.69%
FabArray::LinComb()                                 44876    0.09499    0.09499    0.09499   1.57%
FabArray::norminf()                                 47182     0.0945     0.0945     0.0945   1.57%
MLEBABecLap::apply()                                29911     0.0915     0.0915     0.0915   1.52%
MultiFab::Multiply()                                32262    0.06499    0.06499    0.06499   1.08%
MLNodeLaplacian::normalize()                        16071    0.06468    0.06468    0.06468   1.07%
FabArrayBase::getFB()                               52216    0.06012    0.06012    0.06012   1.00%
FillBoundary_finish()                               52156    0.05488    0.05488    0.05488   0.91%
FabArray::Xpay()                                    23342    0.04284    0.04284    0.04284   0.71%
FabArray::setVal()                                   9622    0.03941    0.03941    0.03941   0.65%
MLNodeLinOp::applyBC()                              16311    0.03378    0.03378    0.03378   0.56%
MLEBTensorOp::apply()                                 598    0.02353    0.02353    0.02353   0.39%
mfix::mfix_calc_transfer_coeff()                       60    0.02264    0.02264    0.02264   0.37%
MFIXParticleContainer::InterphaseTxfrDeposition()      60    0.02096    0.02096    0.02096   0.35%
mfix::mfix_compute_convective_term                     60    0.01758    0.01758    0.01758   0.29%
MFIXBoundaryConditions::set_species_bcs()             360    0.01419    0.01419    0.01419   0.24%
FabArray::ParallelCopy_nowait()                       420    0.01415    0.01415    0.01415   0.23%
mfix::mfix_apply_nodal_projection                      60    0.01302    0.01302    0.01302   0.22%
PhysBCFunct::()                                       240   0.007759   0.007759   0.007759   0.13%
mfix::mfix_apply_corrector                             30   0.007276   0.007276   0.007276   0.12%
MFIXBoundaryConditions::set_velocity_bcs()            180   0.007229   0.007229   0.007229   0.12%
MFIXBoundaryConditions::set_temperature_bcs()         300   0.006903   0.006903   0.006903   0.11%
MFIXBoundaryConditions::set_enthalpy_bcs()            210   0.006607   0.006607   0.006607   0.11%
mfix::mfix_apply_predictor                             30   0.005684   0.005684   0.005684   0.09%
mfix::EvolveFluid                                      30   0.005225   0.005225   0.005225   0.09%
mfix::compute_MAC_projected_velocities()               60   0.005043   0.005043   0.005043   0.08%
MLNodeLaplacian::compRHS()                            120   0.004389   0.004389   0.004389   0.07%
MLMG::solve()                                         210   0.003706   0.003706   0.003706   0.06%
amrex::Add()                                         1436   0.003664   0.003664   0.003664   0.06%
MLMG::prepareForSolve()                               210   0.003617   0.003617   0.003617   0.06%
DiffusionOp::diffuse_temperature                       30   0.003599   0.003599   0.003599   0.06%
MFIXBoundaryConditions::set_epg_bcs()                 120   0.003427   0.003427   0.003427   0.06%
MLMG::actualBottomSolve()                             538   0.003412   0.003412   0.003412   0.06%
MLNodeLaplacian::prepareForSolve()                     60   0.003329   0.003329   0.003329   0.06%
DiffusionOp::ComputeDivhJ                              60   0.003111   0.003111   0.003111   0.05%
MFIXBoundaryConditions::set_density_bcs()             120   0.003055   0.003055   0.003055   0.05%
MOL::ExtrapVelToFacesBox                               60   0.002778   0.002778   0.002778   0.05%
DiffusionOp::ComputeDivTau                             30   0.002566   0.002566   0.002566   0.04%
mfix::mfix_calc_txfr_fluid()                           60   0.002426   0.002426   0.002426   0.04%
DiffusionOp::ComputeLapX                               60   0.002388   0.002388   0.002388   0.04%
MLMG::oneIter()                                       538   0.002039   0.002039   0.002039   0.03%
mfix::mfix_add_energy_txfr_implicit                    60   0.001991   0.001991   0.001991   0.03%
MLMG::ResNormInf()                                    748   0.001828   0.001828   0.001828   0.03%
MLCellLinOp::solutionResidual()                       568    0.00181    0.00181    0.00181   0.03%
MLMG::computeResidual()                               538   0.001774   0.001774   0.001774   0.03%
DiffusionOp::diffuse_velocity                          30    0.00159    0.00159    0.00159   0.03%
NodalProjector::project                                60    0.00137    0.00137    0.00137   0.02%
FabArray<FAB>::SumBoundary_nowait()                   180    0.00129    0.00129    0.00129   0.02%
MLCellLinOp::correctionResidual()                     358   0.001236   0.001236   0.001236   0.02%
MLMG::mgVcycle()                                      538   0.001217   0.001217   0.001217   0.02%
MLCellLinOp::compFlux()                               120   0.001201   0.001201   0.001201   0.02%
MLMG::mgVcycle_bottom                                 538   0.001158   0.001158   0.001158   0.02%
mfix::mfix_redistribute_solids_volume                  60   0.001124   0.001124   0.001124   0.02%
FabArray::mult()                                      420   0.001061   0.001061   0.001061   0.02%
MLNodeLaplacian::buildIntegral()                       60   0.001061   0.001061   0.001061   0.02%
FabArray::setDomainBndry()                            360   0.001049   0.001049   0.001049   0.02%
MultiFab::Divide()                                    390   0.001043   0.001043   0.001043   0.02%
MLEBABecLap::FFlux()                                  120   0.001002   0.001002   0.001002   0.02%
MLNodeLaplacian::define()                              60  0.0009868  0.0009868  0.0009868   0.02%
MLCellLinOp::setLevelBC()                             210  0.0009749  0.0009749  0.0009749   0.02%
FillPatchSingleLevel                                  240  0.0009477  0.0009477  0.0009477   0.02%
MLMG::apply()                                          60  0.0008613  0.0008613  0.0008613   0.01%
FabArray::ParallelCopy()                              240  0.0008521  0.0008521  0.0008521   0.01%
MLABecLaplacian::prepareForSolve()                    150  0.0008357  0.0008357  0.0008357   0.01%
DiffusionOp::ComputeLapT                               30  0.0008324  0.0008324  0.0008324   0.01%
MLCellLinOp::prepareForSolve()                        150  0.0008319  0.0008319  0.0008319   0.01%
MLMG::getFluxes()                                     240  0.0007997  0.0007997  0.0007997   0.01%
MLNodeLinOp::buildMasks()                              60  0.0007717  0.0007717  0.0007717   0.01%
FabArrayBase::getCPC()                                420  0.0007099  0.0007099  0.0007099   0.01%
mfix::mfix_deposition_bcs()                            60  0.0006703  0.0006703  0.0006703   0.01%
MLMG::computeMLResidual()                             210  0.0006699  0.0006699  0.0006699   0.01%
FabArray<FAB>::SumBoundary()                          180  0.0006011  0.0006011  0.0006011   0.01%
FAbArray::OverrideSync()                              180   0.000584   0.000584   0.000584   0.01%
DiffusionOp::ComputeDivJ                               60  0.0005506  0.0005506  0.0005506   0.01%
FabArray::BuildMask()                                  60  0.0005318  0.0005318  0.0005318   0.01%
mfix::mfix_add_vel_txfr_implicit                       60  0.0004789  0.0004789  0.0004789   0.01%
MLMG::MLResNormInf()                                  210  0.0004749  0.0004749  0.0004749   0.01%
MacProjection::set_MAC_velocity_bcs()                  60  0.0004655  0.0004655  0.0004655   0.01%
MLMG::MLRhsNormInf()                                  210  0.0004442  0.0004442  0.0004442   0.01%
OverrideSync_nowait()                                 180  0.0004252  0.0004252  0.0004252   0.01%
OwnerMask()                                            60  0.0004204  0.0004204  0.0004204   0.01%
OverrideSync_finish()                                 180  0.0003692  0.0003692  0.0003692   0.01%
FabArray::ParallelCopy_finish()                       240  0.0003434  0.0003434  0.0003434   0.01%
NodalProjector::computeRHS                            120  0.0003274  0.0003274  0.0003274   0.01%
MLLinOp::defineGrids()                                 60  0.0003123  0.0003123  0.0003123   0.01%
MultiFab::min()                                        60  0.0002456  0.0002456  0.0002456   0.00%
FabArray<FAB>::SumBoundary_finish()                   180  0.0002277  0.0002277  0.0002277   0.00%
FabArray::setVal(val, thecmd, scomp, ncomp)            60   0.000217   0.000217   0.000217   0.00%
MultiFab::max()                                        60  0.0002146  0.0002146  0.0002146   0.00%
MLLinOp::define()                                      60  0.0001833  0.0001833  0.0001833   0.00%
MOL::ExtrapVelToFaces                                  60  0.0001697  0.0001697  0.0001697   0.00%
mfix::mfix_correct_small_cells                         60  0.0001589  0.0001589  0.0001589   0.00%
MLNodeLaplacian::averageDownCoeffs()                   60  0.0001465  0.0001465  0.0001465   0.00%
MLNodeLaplacian::FillBoundaryCoeff()                   60  0.0001248  0.0001248  0.0001248   0.00%
REG::FLUID SOLVE                                       30  0.0001008  0.0001008  0.0001008   0.00%
NodalProjector::computeSyncResidual                    60   9.99e-05   9.99e-05   9.99e-05   0.00%
--------------------------------------------------------------------------------------------------

--------------------------------------------------------------------------------------------------
Name                                               NCalls  Incl. Min  Incl. Avg  Incl. Max   Max %
--------------------------------------------------------------------------------------------------
REG::FLUID SOLVE                                       30      3.387      3.387      3.387  56.11%
mfix::EvolveFluid                                      30      3.387      3.387      3.387  56.11%
MLMG::solve()                                         210      3.061      3.061      3.061  50.70%
MLMG::oneIter()                                       538      2.997      2.997      2.997  49.64%
MLMG::mgVcycle()                                      538      2.991      2.991      2.991  49.55%
MLMG::mgVcycle_bottom                                 538       2.99       2.99       2.99  49.53%
MLMG::actualBottomSolve()                             538      2.989      2.989      2.989  49.51%
MLCGSolver::bicgstab                                  538      2.984      2.984      2.984  49.43%
mfix::mfix_apply_corrector                             30      1.684      1.684      1.684  27.90%
mfix::mfix_apply_predictor                             30      1.581      1.581      1.581  26.18%
mfix::mfix_apply_nodal_projection                      60      1.576      1.576      1.576  26.11%
NodalProjector::project                                60      1.532      1.532      1.532  25.37%
mfix::compute_MAC_projected_velocities()               60      1.428      1.428      1.428  23.65%
MLEBABecLap::apply()                                29911     0.6132     0.6132     0.6132  10.16%
MLNodeLaplacian::Fapply()                           16311     0.5208     0.5208     0.5208   8.63%
FabArray::FillBoundary()                            52336     0.5117     0.5117     0.5117   8.48%
MLCGSolver::ParallelAllReduce                      112884     0.3956     0.3956     0.3956   6.55%
MLEBABecLap::applyBC()                              30031     0.3718     0.3718     0.3718   6.16%
FillBoundary_nowait()                               52156     0.3016     0.3016     0.3016   5.00%
amrex::Dot()                                        89752     0.2238     0.2238     0.2238   3.71%
MLNodeLinOp::applyBC()                              16311     0.1949     0.1949     0.1949   3.23%
amrex::Copy()                                       81812     0.1609     0.1609     0.1609   2.66%
MLEBABecLap::Fapply()                               29911     0.1523     0.1523     0.1523   2.52%
FabArray::Saxpy()                                   66992     0.1274     0.1274     0.1274   2.11%
FabArray::LinComb()                                 44876    0.09499    0.09499    0.09499   1.57%
FabArray::norminf()                                 47182     0.0945     0.0945     0.0945   1.57%
DiffusionOp::diffuse_velocity                          30     0.0925     0.0925     0.0925   1.53%
mfix::mfix_calc_txfr_fluid()                           60    0.09225    0.09225    0.09225   1.53%
MultiFab::Multiply()                                32262    0.06499    0.06499    0.06499   1.08%
MLNodeLaplacian::normalize()                        16071    0.06468    0.06468    0.06468   1.07%
MLEBTensorOp::apply()                                 598     0.0634     0.0634     0.0634   1.05%
FabArrayBase::getFB()                               52216    0.06012    0.06012    0.06012   1.00%
FillBoundary_finish()                               52156    0.05488    0.05488    0.05488   0.91%
FabArray::Xpay()                                    23342    0.04284    0.04284    0.04284   0.71%
DiffusionOp::diffuse_temperature                       30    0.04128    0.04128    0.04128   0.68%
FabArray::setVal()                                   9622    0.03941    0.03941    0.03941   0.65%
mfix::mfix_calc_transfer_coeff()                       60    0.03087    0.03087    0.03087   0.51%
MLCellLinOp::solutionResidual()                       568    0.02856    0.02856    0.02856   0.47%
mfix::mfix_compute_convective_term                     60    0.02661    0.02661    0.02661   0.44%
MLMG::computeResidual()                               538    0.02638    0.02638    0.02638   0.44%
MFIXParticleContainer::InterphaseTxfrDeposition()      60    0.02096    0.02096    0.02096   0.35%
MFIXBoundaryConditions::set_species_bcs()             360    0.02088    0.02088    0.02088   0.35%
FabArray<FAB>::SumBoundary()                          180    0.01881    0.01881    0.01881   0.31%
MLMG::prepareForSolve()                               210    0.01848    0.01848    0.01848   0.31%
FabArray<FAB>::SumBoundary_nowait()                   180    0.01798    0.01798    0.01798   0.30%
MLCellLinOp::correctionResidual()                     358    0.01706    0.01706    0.01706   0.28%
FabArray::ParallelCopy_nowait()                       420    0.01486    0.01486    0.01486   0.25%
FillPatchSingleLevel                                  240    0.01407    0.01407    0.01407   0.23%
DiffusionOp::ComputeDivTau                             30    0.01354    0.01354    0.01354   0.22%
DiffusionOp::ComputeLapX                               60    0.01312    0.01312    0.01312   0.22%
MFIXBoundaryConditions::set_velocity_bcs()            180    0.01239    0.01239    0.01239   0.21%
MFIXBoundaryConditions::set_temperature_bcs()         300    0.01092    0.01092    0.01092   0.18%
NodalProjector::computeRHS                            120    0.01081    0.01081    0.01081   0.18%
MLNodeLaplacian::compRHS()                            120    0.01049    0.01049    0.01049   0.17%
MLMG::computeMLResidual()                             210    0.01041    0.01041    0.01041   0.17%
MLMG::apply()                                          60   0.009431   0.009431   0.009431   0.16%
MFIXBoundaryConditions::set_enthalpy_bcs()            210   0.009427   0.009427   0.009427   0.16%
mfix::mfix_redistribute_solids_volume                  60   0.008337   0.008337   0.008337   0.14%
PhysBCFunct::()                                       240   0.007759   0.007759   0.007759   0.13%
MLNodeLaplacian::prepareForSolve()                     60   0.007007   0.007007   0.007007   0.12%
MLABecLaplacian::prepareForSolve()                    150   0.006588   0.006588   0.006588   0.11%
DiffusionOp::ComputeDivhJ                              60   0.006445   0.006445   0.006445   0.11%
MLMG::getFluxes()                                     240   0.005768   0.005768   0.005768   0.10%
FabArray::ParallelCopy()                              240   0.005363   0.005363   0.005363   0.09%
MFIXBoundaryConditions::set_epg_bcs()                 120   0.005244   0.005244   0.005244   0.09%
DiffusionOp::ComputeLapT                               30   0.005206   0.005206   0.005206   0.09%
MFIXBoundaryConditions::set_density_bcs()             120   0.004824   0.004824   0.004824   0.08%
MLCellLinOp::compFlux()                               120   0.004508   0.004508   0.004508   0.07%
amrex::Add()                                         1436   0.003664   0.003664   0.003664   0.06%
MLMG::ResNormInf()                                    748   0.003529   0.003529   0.003529   0.06%
MOL::ExtrapVelToFaces                                  60   0.002947   0.002947   0.002947   0.05%
MOL::ExtrapVelToFacesBox                               60   0.002778   0.002778   0.002778   0.05%
FAbArray::OverrideSync()                              180   0.002335   0.002335   0.002335   0.04%
MLNodeLaplacian::define()                              60   0.002266   0.002266   0.002266   0.04%
MacProjection::set_MAC_velocity_bcs()                  60   0.002131   0.002131   0.002131   0.04%
mfix::mfix_add_energy_txfr_implicit                    60   0.001991   0.001991   0.001991   0.03%
MLNodeLinOp::buildMasks()                              60   0.001599   0.001599   0.001599   0.03%
MLMG::MLResNormInf()                                  210   0.001481   0.001481   0.001481   0.02%
OverrideSync_nowait()                                 180    0.00119    0.00119    0.00119   0.02%
FabArray::mult()                                      420   0.001061   0.001061   0.001061   0.02%
MLNodeLaplacian::buildIntegral()                       60   0.001061   0.001061   0.001061   0.02%
FabArray::setDomainBndry()                            360   0.001049   0.001049   0.001049   0.02%
MultiFab::Divide()                                    390   0.001043   0.001043   0.001043   0.02%
MLEBABecLap::FFlux()                                  120   0.001002   0.001002   0.001002   0.02%
MLCellLinOp::setLevelBC()                             210  0.0009749  0.0009749  0.0009749   0.02%
MLMG::MLRhsNormInf()                                  210  0.0009007  0.0009007  0.0009007   0.01%
MLNodeLaplacian::averageDownCoeffs()                   60  0.0008677  0.0008677  0.0008677   0.01%
MLCellLinOp::prepareForSolve()                        150  0.0008319  0.0008319  0.0008319   0.01%
FabArray::BuildMask()                                  60  0.0008271  0.0008271  0.0008271   0.01%
MLNodeLaplacian::FillBoundaryCoeff()                   60  0.0007212  0.0007212  0.0007212   0.01%
FabArrayBase::getCPC()                                420  0.0007099  0.0007099  0.0007099   0.01%
DiffusionOp::ComputeDivJ                               60   0.000686   0.000686   0.000686   0.01%
mfix::mfix_deposition_bcs()                            60  0.0006703  0.0006703  0.0006703   0.01%
OverrideSync_finish()                                 180  0.0005611  0.0005611  0.0005611   0.01%
MLLinOp::define()                                      60  0.0004956  0.0004956  0.0004956   0.01%
mfix::mfix_add_vel_txfr_implicit                       60  0.0004789  0.0004789  0.0004789   0.01%
OwnerMask()                                            60  0.0004204  0.0004204  0.0004204   0.01%
FabArray::ParallelCopy_finish()                       240  0.0003434  0.0003434  0.0003434   0.01%
MLLinOp::defineGrids()                                 60  0.0003123  0.0003123  0.0003123   0.01%
MultiFab::min()                                        60  0.0002456  0.0002456  0.0002456   0.00%
FabArray<FAB>::SumBoundary_finish()                   180  0.0002277  0.0002277  0.0002277   0.00%
FabArray::setVal(val, thecmd, scomp, ncomp)            60   0.000217   0.000217   0.000217   0.00%
MultiFab::max()                                        60  0.0002146  0.0002146  0.0002146   0.00%
mfix::mfix_correct_small_cells                         60  0.0001589  0.0001589  0.0001589   0.00%
NodalProjector::computeSyncResidual                    60   9.99e-05   9.99e-05   9.99e-05   0.00%
--------------------------------------------------------------------------------------------------
