     1611
1  1.496339E-03  8.502371E-04  1.448873E-03  5.000000E-05  1.000000E+03 -1.587472E-01  1.824693E-01  3.442526E-01
1  8.032844E-06  5.206219E-04  5.133657E-04  5.000000E-05  1.000000E+03  3.688964E-01  4.120565E-01 -1.042015E-01
1  6.682234E-04  9.928983E-04  2.416245E-05  5.000000E-05  1.000000E+03 -1.741093E-01 -2.257799E-01  2.952506E-01
1  6.019304E-04  3.103115E-04  1.452809E-03  5.000000E-05  1.000000E+03 -1.458648E-01 -2.758899E-01 -1.846288E-01
1  1.505744E-04  1.133180E-03  9.085399E-04  5.000000E-05  1.000000E+03  2.056370E-01 -1.476751E-01  1.721538E-01
1  9.184724E-04  1.467990E-03  1.498713E-03  5.000000E-05  1.000000E+03 -4.890344E-01 -1.570023E-01 -2.655722E-01
1  1.466640E-03  1.352885E-03  9.868870E-04  5.000000E-05  1.000000E+03 -2.020417E-01  1.490374E-01  7.684701E-02
1  1.011794E-03  1.154421E-03  5.089838E-04  5.000000E-05  1.000000E+03 -4.882638E-01 -4.233075E-01  1.910268E-01
1  1.096693E-03  7.464059E-04  5.622026E-04  5.000000E-05  1.000000E+03 -3.877398E-01 -1.290405E-01  2.477630E-02
1  1.119464E-03  1.430639E-03  1.399120E-04  5.000000E-05  1.000000E+03  4.776252E-03 -2.411663E-01 -2.362348E-02
1  1.220715E-03  8.378918E-04  9.255837E-05  5.000000E-05  1.000000E+03 -3.084881E-01 -2.132837E-01 -5.284463E-01
1  7.799524E-04  1.328818E-03  4.557153E-04  5.000000E-05  1.000000E+03 -1.410518E-01 -2.362402E-01 -2.213133E-02
1  1.148393E-04  1.518745E-04  8.238986E-04  5.000000E-05  1.000000E+03  4.390817E-01  4.724298E-02 -1.504101E-01
1  4.776940E-04  8.952298E-04  7.222935E-05  5.000000E-05  1.000000E+03  1.407318E-01  6.441248E-01  6.067939E-01
1  3.702926E-04  6.650764E-04  3.125514E-04  5.000000E-05  1.000000E+03  3.323342E-01  5.636749E-02 -3.262897E-01
1  1.464878E-03  1.038908E-03  7.415051E-06  5.000000E-05  1.000000E+03  6.086496E-01  1.891212E-01 -7.595761E-02
1  8.729262E-04  1.100289E-03  1.740641E-04  5.000000E-05  1.000000E+03  9.624365E-02 -1.537725E-01  1.371363E-01
1  7.932585E-04  9.982270E-04  1.096105E-03  5.000000E-05  1.000000E+03 -2.559920E-01  3.350806E-01 -2.374131E-01
1  6.939382E-04  1.139538E-03  1.053689E-03  5.000000E-05  1.000000E+03  4.794003E-01 -1.914900E-01  1.457926E-01
1  1.363272E-03  1.042315E-03  3.292328E-04  5.000000E-05  1.000000E+03 -4.136089E-03 -1.699971E-01 -2.243019E-01
1  5.070098E-04  1.381151E-03  5.086100E-04  5.000000E-05  1.000000E+03 -1.115944E-01 -2.868573E-02  1.765145E-01
1  5.669912E-04  2.628309E-04  5.352874E-04  5.000000E-05  1.000000E+03 -2.060198E-01 -1.863310E-01 -1.515412E-01
1  4.033199E-04  2.998819E-04  6.231420E-04  5.000000E-05  1.000000E+03 -5.976303E-02 -1.168967E-02  2.184459E-01
1  1.268732E-03  1.063549E-03  7.934599E-04  5.000000E-05  1.000000E+03  2.325570E-01 -1.603292E-01  8.677534E-02
1  1.300001E-03  9.485521E-04  3.641816E-04  5.000000E-05  1.000000E+03  5.968822E-01  8.535863E-02 -2.136048E-01
